ID_GPS;Country;Partyname;Region;Type_Values;Type_Partysize_vote;V4_Scale;V6_Scale;V8_Scale;V10;V11;V12;V13;V14;V15;V16;V17;Elec_year;PartyPerVote;WVS_LR_MedianVoter;OECD;polity2;FH_Regime;GDP;Longevity
146;Switzerland;Green Liberal Party of Switzerland;5;3;2;5,666666667;1,75;2,071428571;2,384615385;6,111111111;1;7,4375;1,333333333;2;0,923076923;2,090909091;2015;4,6;5,33;1;10;2;59317,324;83,5
147;Switzerland;Green Party of Switzerland;5;1;2;2,411764706;1,277777778;1,545454545;2,352941176;1,529411765;0,294117647;7;0,5625;1;1,076923077;1,6;2015;6,9;5,33;1;10;2;59317,324;83,5
148;Switzerland;Social Democratic Party;5;1;3;2,166666667;1,555555556;3,333333333;2,2;1,705882353;1,5625;6,928571429;0,75;1,454545455;1;3;2015;16,1;5,33;1;10;2;59317,324;83,5
149;Switzerland;Swiss Party of Labour;5;1;-99;0,75;1,6;6,909090909;3,5;1,875;3,285714286;4;1,727272727;1,2;1,857142857;2,285714286;2015;-99;5,33;1;10;2;59317,324;83,5
150;Switzerland;Swiss People's Party;5;4;3;8,111111111;9,166666667;9,058823529;9,647058824;8,1;8,733333333;1,75;8,076923077;8,8;4,5;6;2015;28,9;5,33;1;10;2;59317,324;83,5
151;Switzerland;Ticino League;5;4;-99;7,3;8,166666667;9;9,333333333;7,818181818;8,125;2,166666667;7,666666667;9,222222222;4,625;6,333333333;2015;-99;5,33;1;10;2;59317,324;83,5
152;Chile;Broad Front;2;1;3;2;1,181818182;7,375;1,6;2,090909091;2,222222222;7,375;1,1;1,3;3,75;1,166666667;2017;11,06;5,2;-99;-99;-99;22873,807;80,7
153;Chile;Chile Let's Go;2;4;3;8,666666667;8,416666667;3,727272727;7,888888889;8,111111111;6;5,9;6,5;7,625;2,9;6,5;2017;37,71;5,2;-99;-99;-99;22873,807;80,7
154;Chile;Democratic Convergence;2;1;3;3,833333333;3,25;4;2,75;4,444444444;4;8,375;3;3,125;1,666666667;4,714285714;2017;14,32;5,2;-99;-99;-99;22873,807;80,7
155;Chile;The Force of the Majority;2;1;3;3,5;2,777777778;4;3,142857143;4;4,25;8,666666667;2,5;3,111111111;1,666666667;4,857142857;2017;22,82;5,2;-99;-99;-99;22873,807;80,7
156;Cote d'Ivoire;Independents;4;3;3;9;2;7;4,75;6,5;2,5;6,666666667;3,25;1,75;5;6,333333333;2016;38,5;-99;0;4;1;3733,0477;-99
157;Cote d'Ivoire;Ivorian Popular Front;4;2;2;2,833333333;6,6;7,625;9,4;3,25;3;2;4,4;3;3,166666667;6,75;2016;5,8;-99;0;4;1;3733,0477;-99
158;Cote d'Ivoire;Rally of Houphouetists for Democracy and Peace;4;3;3;7,5;4,4;3;2,142857143;4;1,75;8,142857143;3;2,333333333;2,5;8,666666667;2016;50,3;-99;0;4;1;3733,0477;-99
159;Cote d'Ivoire;Union for Cote d'Ivoire;4;2;1;2,333333333;7;5;4,333333333;7,25;1,75;5;4;1,333333333;2;5;2016;1;-99;0;4;1;3733,0477;-99
160;Cote d'Ivoire;Union for Democracy and Peace in Cote d'Ivoire;4;2;2;3,5;6;3,166666667;4,666666667;5;1,75;6,666666667;3,6;1,333333333;2,75;8,25;2016;3;-99;0;4;1;3733,0477;-99
161;Cameroon;Cameroon Democratic Union;4;4;-99;8;9;6,5;3;7,4;2;6,666666667;1;1,333333333;2;1;2013;-99;-99;0;-4;0;3358,5909;61,2
162;Cameroon;Cameroon People's Democratic Movement;4;4;-99;5;9,5;0;7;3,166666667;1,5;7,6;2,2;2;7,666666667;7,75;2013;-99;-99;0;-4;0;3358,5909;61,2
163;Cameroon;Cameroon Renaissance Movement;4;4;-99;9;9,333333333;5;0;6,666666667;1,333333333;6,666666667;0,666666667;0;1,666666667;1;2013;-99;-99;0;-4;0;3358,5909;61,2
164;Cameroon;Movement for the Defense of the Republic;4;4;-99;9;9;1;3;7,5;2;5;1;0;2;5,5;2013;-99;-99;0;-4;0;3358,5909;61,2
165;Cameroon;National Union for Democracy and Progress;4;4;-99;8;8,666666667;2;3;7,4;2;7,5;0,666666667;1,333333333;4,666666667;7;2013;-99;-99;0;-4;0;3358,5909;61,2
166;Cameroon;Social Democratic Front;4;2;-99;3,666666667;8,75;4,666666667;1;5,4;2;7,5;2,6;0;2,333333333;7;2013;-99;-99;0;-4;0;3358,5909;61,2
167;Cameroon;Union of the Peoples of Cameroon;4;2;-99;4,333333333;9;4,666666667;0;5,4;1,75;7,5;0,666666667;1;2;1;2013;-99;-99;0;-4;0;3358,5909;61,2
168;Democratic Republic of the Congo;Heading for Change;4;2;-99;3,5;7;1,5;1;1;4,666666667;9;3;3,5;4;8,333333333;2018;-99;-99;-99;-99;-99;827,1383;63,9
169;Democratic Republic of the Congo;Joint Front for Congo;4;2;-99;3,666666667;9;2;4,5;3,333333333;5,5;0,666666667;3,5;4;9;8,666666667;2018;-99;-99;-99;-99;-99;827,1383;63,9
170;Democratic Republic of the Congo;Lamuka Coalition;4;3;-99;8,333333333;4;5,5;4,666666667;-99;4;9,5;1,333333333;4;3,666666667;6;2018;-99;-99;-99;-99;-99;827,1383;63,9
171;Republic of the Congo;Action Movement for Renewal;4;0;-99;-99;-99;10;0;10;0;0;4;-99;10;10;2017;-99;-99;0;-4;0;5024,0827;63,9
172;Republic of the Congo;Club 2002 PUR;4;0;-99;-99;-99;10;0;0;0;0;4;-99;10;10;2017;-99;-99;0;-4;0;5024,0827;63,9
173;Republic of the Congo;Congolese Party of Labour;4;0;-99;-99;-99;10;0;0;0;0;4;-99;10;10;2017;-99;-99;0;-4;0;5024,0827;63,9
174;Republic of the Congo;Dynamic for the Republic and Recovery;4;0;-99;-99;-99;10;0;0;0;0;4;-99;-99;10;2017;-99;-99;0;-4;0;5024,0827;63,9
175;Republic of the Congo;Independents;4;0;-99;-99;-99;10;0;-99;0;0;3;-99;10;10;2017;-99;-99;0;-4;0;5024,0827;63,9
176;Republic of the Congo;Pan-African Union for Social Democracy;4;0;-99;-99;-99;10;0;-99;0;0;3;-99;-99;10;2017;-99;-99;0;-4;0;5024,0827;63,9
177;Republic of the Congo;Party for Agreement and Political Action;4;0;-99;-99;-99;10;0;0;0;0;3;-99;-99;10;2017;-99;-99;0;-4;0;5024,0827;63,9
178;Republic of the Congo;Patriotic Front;4;0;-99;-99;-99;10;0;-99;0;0;3;-99;-99;10;2017;-99;-99;0;-4;0;5024,0827;63,9
179;Republic of the Congo;Rally for Democracy and Social Progress;4;0;-99;-99;-99;10;0;-99;0;0;3;-99;-99;10;2017;-99;-99;0;-4;0;5024,0827;63,9
180;Republic of the Congo;Union for a People's Movement;4;0;-99;-99;-99;10;0;0;0;0;3;-99;10;10;2017;-99;-99;0;-4;0;5024,0827;63,9
181;Colombia;Alternative Democratic Polo Party;2;1;1;1,333333333;1,5;6;2;1,333333333;0,666666667;7,333333333;0,666666667;0,333333333;2;1;2018;0;6,48;0;7;1;13321,3279;78,6
182;Colombia;Citizen Option Party;2;0;1;10;-99;-99;-99;7,333333333;-99;-99;-99;-99;-99;-99;2018;1,7;6,48;0;7;1;13321,3279;78,6
183;Colombia;Coalition List of the Decency;2;3;1;5,5;0;0;1;6,666666667;0;9;0;0;0;0;2018;1,5;6,48;0;7;1;13321,3279;78,6
184;Colombia;Colombian Conservative Party;2;4;3;7,5;9;7;10;7,5;8,5;1,5;10;8;4,5;9,5;2018;10,2;6,48;0;7;1;13321,3279;78,6
185;Colombia;Colombian Liberal Party;2;1;3;4;3,5;1,5;2;3,5;3;7;3,333333333;1,5;2;7;2018;13,8;6,48;0;7;1;13321,3279;78,6
186;Colombia;Democratic Center Party;2;4;3;5,75;7,75;7,5;9;8,5;8,5;1;7;7;7,333333333;7;2018;13,3;6,48;0;7;1;13321,3279;78,6
187;Colombia;Green Alliance Party;2;1;2;2;3;4,25;2,5;4;0,5;7;1;0,666666667;1,666666667;2,666666667;2018;4,9;6,48;0;7;1;13321,3279;78,6
188;Colombia;Independent Movement of Absolute Renovation;2;4;-99;10;10;9,5;-99;10;-99;0,5;10;0,5;1;6;2018;-99;6,48;0;7;1;13321,3279;78,6
189;Colombia;National Unity Social Party / Party of the U;2;4;3;5;7;6,333333333;8,5;8,333333333;7;1;7;7;8;8;2018;10,3;6,48;0;7;1;13321,3279;78,6
190;Colombia;Radical Change Party;2;4;3;7;7,5;5;9;7;8,5;1;6,5;9;6,333333333;7;2018;12;6,48;0;7;1;13321,3279;78,6
191;Comoros;Convention for the Renewal of the Comoros;4;2;2;3,333333333;9;10;9,5;5;7;4,5;10;10;7;9,5;2015;8,3;-99;0;9;1;2585,1174;68
192;Comoros;Democratic Rally of the Comoros;4;4;2;7;6;-99;1;10;2;9;2;2;3;5,5;2015;8,3;-99;0;9;1;2585,1174;68
193;Comoros;Independents;4;1;3;4;0;-99;4;10;0;10;0;0;0;0;2015;12,5;-99;0;9;1;2585,1174;68
194;Comoros;JUWA party;4;2;3;4;5;10;0;10;0;6,5;0;2;1;3,5;2015;29,2;-99;0;9;1;2585,1174;68
195;Comoros;Party for the Harmony of the Comoros;4;2;2;2,5;9;4;6;10;4;6,5;-99;-99;-99;6;2015;4,2;-99;0;9;1;2585,1174;68
196;Comoros;Rally for an Alternative of Harmonious and Integrated Development;4;2;2;2;9;3;5,5;5;2;4,5;10;10;4;9,5;2015;4,2;-99;0;9;1;2585,1174;68
197;Comoros;Union for the Development of the Comoros;4;1;3;0;4,5;1;4;10;0;9;0;0;0;3,5;2015;33,3;-99;0;9;1;2585,1174;68
198;Cape Verde;African Party for the Independence of Cape Verde;4;1;3;3;3,75;3,5;3;2,5;2,8;8,25;2;2,333333333;3;5,25;2016;38,1;-99;0;10;2;6614,1671;74,1
199;Cape Verde;Democratic and Independent Cape Verdean Union;4;4;2;7;9;6;2;10;5,333333333;6;4;4;2;4;2016;6,9;-99;0;10;2;6614,1671;74,1
200;Cape Verde;Labour and Solidarity Party;4;0;1;4;-99;6,666666667;-99;7,666666667;6;8,5;-99;3;2;3;2016;0,1;-99;0;10;2;6614,1671;74,1
201;Cape Verde;Movement for Democracy;4;4;3;8,666666667;5,333333333;4,75;5;6,4;3,5;7,6;3;3;3,2;7,25;2016;54,4;-99;0;10;2;6614,1671;74,1
202;Cape Verde;People's Party;4;0;1;1;-99;8,5;2;7;5;9;2;1;2;1;2016;0,3;-99;0;10;2;6614,1671;74,1
203;Cape Verde;Social Democratic Party;4;0;1;-99;9;6,666666667;-99;10;6;8,5;-99;-99;4;3;2016;0,1;-99;0;10;2;6614,1671;74,1
204;Costa Rica;Accessibility without Exclusion;2;4;1;6;8,333333333;5,833333333;8,2;7,5;8;6,25;6,833333333;6;5,333333333;6,6;2018;2,32;-99;-99;-99;-99;15679,9806;81,4
205;Costa Rica;Broad Front;2;1;2;1,75;0,875;2,875;2,375;1,25;0,625;6;0,5;0,142857143;1,5;1,714285714;2018;3,95;-99;-99;-99;-99;15679,9806;81,4
206;Costa Rica;Citizens Action Party;2;1;3;4;2,333333333;1,5;2,857142857;3,571428571;2,25;8,5;1;1,714285714;1;3,25;2018;16,27;-99;-99;-99;-99;15679,9806;81,4
207;Costa Rica;Libertarian Movement Party;2;3;1;8,857142857;4,857142857;6,285714286;7;9,333333333;8;5,6;5,666666667;5,75;5,166666667;7,5;2018;2,45;-99;-99;-99;-99;15679,9806;81,4
208;Costa Rica;National Integration;2;4;2;8;8,5;6,666666667;8,8;9;9;5;8,166666667;8,666666667;7;7;2018;7,67;-99;-99;-99;-99;15679,9806;81,4
209;Costa Rica;National Liberation Party;2;4;3;6,333333333;6,5;2,8;5,571428571;4,6;3;8,75;2,166666667;4,285714286;2,333333333;6;2018;19,49;-99;-99;-99;-99;15679,9806;81,4
210;Costa Rica;National Restoration;2;4;3;7,833333333;9,714285714;8,375;8,714285714;6,833333333;8,4;3,857142857;8,5;9;7,428571429;8,5;2018;18,15;-99;-99;-99;-99;15679,9806;81,4
211;Costa Rica;New Generation Party;2;4;1;7,8;6,8;7,2;8,2;6,833333333;5,333333333;6,333333333;5,666666667;4,75;5,5;6,6;2018;2,16;-99;-99;-99;-99;15679,9806;81,4
212;Costa Rica;Social Christian Unity Party;2;4;3;8,333333333;8,75;6;8,4;7,8;8,666666667;7,875;6,166666667;6,5;4,5;6,166666667;2018;14,6;-99;-99;-99;-99;15679,9806;81,4
213;Costa Rica;Social-Christian Republican Party;2;4;2;8;9,25;5,333333333;7,5;9,6;8;7;8;7,666666667;5;6;2018;4,21;-99;-99;-99;-99;15679,9806;81,4
214;Cuba;Communist Party;2;2;3;0,6;5,75;9,25;-99;2,4;2,25;8,5;1,5;3;9,4;2,75;2018;100;-99;-99;-99;-99;-99;79,3
215;Cyprus;Citizen's Alliance;5;1;2;4,333333333;4,666666667;6,875;5,833333333;4,8;4,25;5;2,75;4,4;3,363636364;7,166666667;2016;6;5,24;0;10;2;-99;80,8
216;Cyprus;Democratic Alignment;5;4;3;7,8;5,571428571;6,3;5,875;6,5;4,166666667;4,625;3;4,2;3,4;9;2016;14,5;5,24;0;10;2;-99;80,8
217;Cyprus;Democratic Rally;5;4;3;8,090909091;5,888888889;4,428571429;5,8;8,111111111;5,5;6,5;2,111111111;3,625;3,1;7,571428571;2016;30,7;5,24;0;10;2;-99;80,8
218;Cyprus;Green Party - Citizen's Alliance;5;1;2;3,6;2,444444444;5,375;4,428571429;3,444444444;1,363636364;5,857142857;2,111111111;3,857142857;2,4;5,333333333;2016;4,8;5,24;0;10;2;-99;80,8
219;Cyprus;Movement of Social Democrats;5;1;2;3,555555556;4,4;6,625;5,571428571;3,714285714;3,625;4,222222222;2,777777778;4,857142857;3,545454545;6,5;2016;6,2;5,24;0;10;2;-99;80,8
220;Cyprus;National People's Front;5;4;2;6,75;8,727272727;9,5;9,727272727;7,555555556;7,2;0,8;8;9,5;9,2;6,666666667;2016;3,7;5,24;0;10;2;-99;80,8
221;Cyprus;Progressive Party of the Working People;5;1;3;2,25;1,888888889;3,1;2,090909091;1,5;1,888888889;8,2;1,3;1,3;2,4;5,444444444;2016;25,7;5,24;0;10;2;-99;80,8
222;Cyprus;Solidarity Movement;5;4;2;5,75;5,888888889;8,857142857;8,571428571;6,8;5,333333333;3;3,285714286;6,285714286;4,111111111;7,8;2016;5,2;5,24;0;10;2;-99;80,8
223;Czech Republic;ANO 2011;1;2;3;3,833333333;5;8,407407407;8,285714286;2,869565217;6,666666667;3,80952381;4,5;6,866666667;6,956521739;7,5;2017;29,6;5,69;1;9;2;33435,5092;79,4
224;Czech Republic;Christian and Democratic Union – Czechoslovak People's Party;1;4;2;5,2;8,357142857;3;5;3,833333333;3,727272727;6,5;4,846153846;3,461538462;2,16;3,666666667;2017;5,8;5,69;1;9;2;33435,5092;79,4
225;Czech Republic;Civic Democratic Party;1;4;3;7,655172414;7,086956522;3,64;7,64;8,185185185;7,529411765;3,7;6;6,5;2,36;4,333333333;2017;11,3;5,69;1;9;2;33435,5092;79,4
226;Czech Republic;Communist Party of Bohemia and Moravia;1;2;2;1,620689655;7,444444444;7,619047619;8,571428571;1,5;7,4375;1,62962963;5,222222222;6,888888889;8,32;6,666666667;2017;7,8;5,69;1;9;2;33435,5092;79,4
227;Czech Republic;Czech Pirate Party;1;3;3;6,625;1,481481481;2,882352941;2,95;6;2,416666667;7,76;1,92;2,391304348;1,708333333;2,764705882;2017;10,8;5,69;1;9;2;33435,5092;79,4
228;Czech Republic;Czech Social Democratic Party;1;1;2;3,206896552;3,882352941;4,166666667;7,090909091;2,074074074;3,5;5,166666667;2,956521739;4;3;4,894736842;2017;7,3;5,69;1;9;2;33435,5092;79,4
229;Czech Republic;Freedom and Direct Democracy;1;2;3;4,263157895;9,037037037;9,482758621;9,857142857;4,789473684;7,9;0,518518519;8,277777778;9,666666667;9,037037037;8,684210526;2017;10,6;5,69;1;9;2;33435,5092;79,4
230;Czech Republic;Mayors and Independents;1;3;2;7,176470588;3,6;2,576923077;4,277777778;8,05;3,578947368;7,181818182;3;3,625;1,423076923;2,857142857;2017;5,2;5,69;1;9;2;33435,5092;79,4
231;Czech Republic;TOP 09;1;3;2;7,925925926;4,043478261;2,592592593;3,444444444;8,125;3,555555556;7,727272727;3,045454545;2,80952381;1,407407407;3,352941176;2017;5,3;5,69;1;9;2;33435,5092;79,4
232;Germany;Alliance 90/The Greens;5;1;2;2,636363636;1,647058824;2,307692308;1,333333333;2,933333333;1,533333333;8,928571429;0,357142857;0,642857143;0,5;2,615384615;2017;9;4,89;1;10;2;45936,1827;81,3
233;Germany;Alternative for Germany ;5;4;3;6,875;8,777777778;9,466666667;10;7,25;8,142857143;0,714285714;8,461538462;9,714285714;9,25;9;2017;12,7;4,89;1;10;2;45936,1827;81,3
234;Germany;Christian Democratic Union;5;4;3;6,909090909;7,5;2,615384615;6,444444444;7,333333333;5,111111111;7,769230769;3,8;5;1,428571429;3,909090909;2017;26,8;4,89;1;10;2;45936,1827;81,3
235;Germany;Christian Social Union in Bavaria;5;4;2;6,416666667;7,9375;6;8,076923077;7,875;5,333333333;6,7;6,222222222;6,625;2,214285714;5,090909091;2017;6,2;4,89;1;10;2;45936,1827;81,3
236;Germany;Free Democratic Party ;5;3;3;8;3,428571429;3,375;4,428571429;7,375;7,125;7,6;3,8;4,2;1;5,4;2017;10,8;4,89;1;10;2;45936,1827;81,3
237;Germany;Social Democratic Party;5;1;3;3,428571429;3,777777778;2,571428571;3,4;3,857142857;4;8,142857143;2,076923077;2,916666667;1,071428571;2,727272727;2017;20,6;4,89;1;10;2;45936,1827;81,3
238;Germany;The Left;5;1;2;1,578947368;2,333333333;5,666666667;2,285714286;1,666666667;2,545454545;7,666666667;1,071428571;1,928571429;2,25;4,25;2017;9,3;4,89;1;10;2;45936,1827;81,3
239;Djibouti;Center of Unified Democrats;4;2;-99;0;10;10;-99;-99;-99;-99;0;0;0;0;2018;-99;-99;0;3;0;-99;67,1
240;Djibouti;Union for Democracy and Justice / Djibouti Development Party;4;2;-99;0;10;4;-99;10;1;-99;0;-99;-99;0;2018;-99;-99;0;3;0;-99;67,1
241;Djibouti;Union for the Presidential Majority;4;2;-99;0;10;0;0;1;1;10;0;1;10;10;2018;-99;-99;0;3;0;-99;67,1
242;Denmark;Alternative;5;1;2;3,2;1,1;3,833333333;2;2;0,777777778;7,833333333;0,875;2;1,25;1,285714286;2015;4,8;5,25;1;10;2;48419,4379;81,1
243;Denmark;Christian Democrats;5;4;1;9;8,333333333;3;5,4;8,5;2,666666667;5,333333333;6,333333333;3,25;0,833333333;2,6;2015;0,8;5,25;1;10;2;48419,4379;81,1
244;Denmark;Conservative People's Party;5;4;2;7,142857143;7,166666667;4,444444444;7,857142857;7;3,5;4,6;3,285714286;4,75;1,5;3;2015;3,4;5,25;1;10;2;48419,4379;81,1
245;Denmark;Danish People's Party;5;2;3;4;8;8,666666667;9,6;3,142857143;7;1;4,2;7,666666667;3;5;2015;21,1;5,25;1;10;2;48419,4379;81,1
246;Denmark;Left, Liberal Party of Denmark;5;3;3;7;4,333333333;4,666666667;7,777777778;4,666666667;3,25;5,5;2,571428571;5,333333333;1,5;2,714285714;2015;19,5;5,25;1;10;2;48419,4379;81,1
247;Denmark;Liberal Alliance;5;3;2;8,7;2,75;5,571428571;5;8,333333333;7,5;5;3,714285714;3,714285714;1,714285714;4,142857143;2015;7,5;5,25;1;10;2;48419,4379;81,1
248;Denmark;Radical Left;5;3;2;6;1,727272727;1,9;1,8;3;1,5;8,75;0,875;2,111111111;0,875;1,142857143;2015;4,6;5,25;1;10;2;48419,4379;81,1
249;Denmark;Social Democratic Party;5;1;3;3,333333333;3,444444444;5,444444444;8,375;2,888888889;2,571428571;5,5;2;3,833333333;1,5;2,714285714;2015;26,3;5,25;1;10;2;48419,4379;81,1
250;Denmark;Socialist People's Party;5;1;2;2,333333333;2,272727273;2,5;3,571428571;2,222222222;1,75;6,571428571;1,125;3,444444444;1,125;2,428571429;2015;4,2;5,25;1;10;2;48419,4379;81,1
251;Denmark;Unity List-Red Green Alliance;5;1;2;1,25;1,636363636;5,222222222;2,555555556;0,666666667;1,111111111;6,111111111;0,75;1,875;1,571428571;1,333333333;2015;7,8;5,25;1;10;2;48419,4379;81,1
252;Dominican Republic;Dominican Liberation Party;2;0;-99;-99;6,5;8,333333333;7,75;2;5;5;-99;8,25;6,25;9;2016;-99;6,63;-99;-99;-99;15748,3843;76,1
253;Dominican Republic;Institutional Social Democratic Bloc;2;0;-99;-99;6,5;8,5;8;5,75;5,333333333;5,5;-99;8;6,666666667;9,333333333;2016;-99;6,63;-99;-99;-99;15748,3843;76,1
254;Dominican Republic;Liberal Reformist Party;2;4;-99;6;7,25;8,666666667;9,25;5,75;5,75;4;7,333333333;9,25;8;9,75;2016;-99;6,63;-99;-99;-99;15748,3843;76,1
255;Dominican Republic;Modern Revolutionary Party;2;2;-99;3,5;5;6;7,5;1,666666667;4,666666667;9;3;7;3,666666667;8;2016;-99;6,63;-99;-99;-99;15748,3843;76,1
256;Dominican Republic;Social Christian Reformist Party;2;4;-99;7,666666667;8,5;7,25;9;1,5;5,75;4,25;7;8,5;7,333333333;8,8;2016;-99;6,63;-99;-99;-99;15748,3843;76,1
257;Algeria;HMS Alliance;3;4;2;7;9;4;7,5;6;5,5;6,5;6,666666667;6;5,25;7,5;2017;6;6,13;0;2;0;13737,3561;77,9
258;Algeria;Nadha-Adala-Bina;3;4;2;6,333333333;7,2;7,4;7,5;8;5;7;8;5,5;6,5;6,5;2017;4,1;6,13;0;2;0;13737,3561;77,9
259;Algeria;National Democratic Rally;3;2;3;3,25;7,333333333;6,666666667;8,666666667;4,857142857;5,5;4,4;4,8;4,5;7,2;7,6;2017;14,8;6,13;0;2;0;13737,3561;77,9
260;Algeria;National Liberation Front;3;2;3;3;7,142857143;8,5;8,666666667;4,428571429;7;4,666666667;5;7,25;9;6,857142857;2017;25,8;6,13;0;2;0;13737,3561;77,9
261;Algeria;Tajamoua Emel El Djazair;3;4;2;5,5;7,6;8;7,5;7;5;6;7,5;5,75;8,333333333;7;2017;4,1;6,13;0;2;0;13737,3561;77,9
262;Ecuador;Creating Opportunities Movement;2;4;3;7,833333333;8,833333333;4,6;8,25;8,2;6,2;9;6;10;2,25;6;2017;20,06;5,66;-99;-99;-99;10412,1993;78,3
263;Ecuador;Fuerza Ecuador;2;4;2;6,25;8,5;9,2;8;7,5;7;3;8;-99;8,333333333;9,5;2017;4,75;5,66;-99;-99;-99;10412,1993;78,3
264;Ecuador;January 21 Patriotic Society Party;2;4;1;6;5,8;8;8;5,333333333;5,666666667;4;7,666666667;1;4,5;8;2017;2,94;5,66;-99;-99;-99;10412,1993;78,3
265;Ecuador;Movimiento Alianza Pais;2;2;3;3;7,333333333;7,4;4,333333333;2,666666667;5,4;5;4,333333333;5,6;5;7,25;2017;39,07;5,66;-99;-99;-99;10412,1993;78,3
266;Ecuador;Pachakutik Plurinational Unity Movement - New Country;2;1;1;1,8;3,4;5,5;3;1,666666667;2,4;3,25;3,666666667;0;6,666666667;7,5;2017;2,67;5,66;-99;-99;-99;10412,1993;78,3
267;Ecuador;Party of the Democratic Left;2;1;2;3,333333333;3;2;5,5;4,2;4,25;6;2,25;3;2;3;2017;3,77;5,66;-99;-99;-99;10412,1993;78,3
268;Ecuador;Social Christian Party;2;4;3;8;8,833333333;7,75;8,4;8,4;7;6,25;6;9;2,75;8,25;2017;15,9;5,66;-99;-99;-99;10412,1993;78,3
269;Egypt;Conference Party;3;0;-99;-99;-99;-99;-99;10;-99;-99;-99;-99;-99;-99;2015;-99;5,07;0;-4;0;11013,7355;72,6
270;Egypt;Conservative Party;3;2;-99;4;9;-99;-99;10;-99;-99;-99;-99;-99;-99;2015;-99;5,07;0;-4;0;11013,7355;72,6
271;Egypt;Democratic Peace Party;3;0;-99;4;-99;-99;-99;10;-99;-99;-99;-99;-99;-99;2015;-99;5,07;0;-4;0;11013,7355;72,6
272;Egypt;Free Egyptians Party;3;3;-99;5,333333333;3;7;-99;10;-99;7;2;1;2;-99;2015;-99;5,07;0;-4;0;11013,7355;72,6
273;Egypt;Guards of the Homeland;3;0;-99;3;-99;-99;-99;10;-99;-99;-99;-99;-99;-99;2015;-99;5,07;0;-4;0;11013,7355;72,6
274;Egypt;Independents;3;2;-99;3;7;9;-99;10;-99;-99;-99;-99;-99;-99;2015;-99;5,07;0;-4;0;11013,7355;72,6
275;Egypt;Nation's Future Party;3;0;-99;2;-99;-99;-99;10;-99;2;-99;-99;-99;-99;2015;-99;5,07;0;-4;0;11013,7355;72,6
276;Egypt;Party of the Light (Al-Nour);3;2;-99;4;9,5;7;-99;10;-99;2;10;9;10;10;2015;-99;5,07;0;-4;0;11013,7355;72,6
277;Egypt;Republican People's Party;3;0;-99;3;-99;-99;-99;10;-99;-99;-99;-99;-99;-99;2015;-99;5,07;0;-4;0;11013,7355;72,6
278;Egypt;The New Wafd Party;3;0;-99;5;-99;-99;-99;10;-99;2;-99;-99;-99;-99;2015;-99;5,07;0;-4;0;11013,7355;72,6
279;Eritrea;People's Front for Democracy and Justice;4;2;-99;0,666666667;9;9,25;10;6,5;10;0,5;6;9;9,25;9,666666667;-99;-99;-99;-99;-99;-99;-99;64,6
280;Spain;Basque Country Unite;5;3;1;5,395833333;4,695652174;3,8;4,0625;5,87755102;3,15;5,321428571;2,545454545;1,698113208;3,196428571;4,871794872;2016;2;4,71;1;10;2;34830,5444;83,2
281;Spain;Citizens;5;3;2;7,724637681;4,372881356;3,7;6,18;7,603448276;4,85;7,048387097;3,125;5,913043478;2,910447761;3,947368421;2016;3,5;4,71;1;10;2;34830,5444;83,2
282;Spain;People's Party;5;4;3;7,783783784;7,828571429;3;7,568965517;7,909090909;6,5;6,508474576;4,261904762;6,529411765;3,196428571;6,053571429;2016;33;4,71;1;10;2;34830,5444;83,2
283;Spain;Republican Left of Catalonia;5;1;1;2,986111111;2,375;7,534482759;3,218181818;3,958333333;2,480769231;4,483333333;1,969230769;1,724137931;5,728813559;4,901960784;2016;2,7;4,71;1;10;2;34830,5444;83,2
284;Spain;Spanish Socialist Workers' Party;5;1;3;4;2,590361446;2,5;3,530612245;3,279411765;2,830769231;8,333333333;1,701298701;3,295081967;2,314285714;3,933333333;2016;22,7;4,71;1;10;2;34830,5444;83,2
285;Spain;Together for Catalonia;5;3;1;6,846153846;4,456521739;8,295081967;5,323529412;6,709090909;3,888888889;4,306451613;2,688888889;2,235294118;6,464285714;6,960784314;2016;2,6;4,71;1;10;2;34830,5444;83,2
286;Spain;Unidas Podemos;5;1;3;1,862068966;1,247058824;7,289855072;1,679487179;-99;1,592105263;6,763636364;0,987012987;1,635135135;3;2,53125;2016;13,1;4,71;1;10;2;34830,5444;83,2
287;Spain;Vox;5;4;3;8,972972973;9,619047619;9,160493827;9,8875;8,484848485;8,811594203;1,08;9,026666667;9,424657534;8,306666667;8,333333333;2016;13,4;4,71;1;10;2;34830,5444;83,2
288;Estonia;Conservative People's Party of Estonia;1;4;2;6,142857143;9,461538462;8,692307692;9,846153846;9,666666667;7,4;1,363636364;7,818181818;8,75;8,363636364;6,333333333;2015;8,1;5,51;1;9;2;31035,3936;77,7
289;Estonia;Estonian Centre Party;1;1;3;3,142857143;2,8;3,909090909;4,8;3,181818182;3,4;8,285714286;2,818181818;1,75;2,333333333;5,111111111;2015;24,8;5,51;1;9;2;31035,3936;77,7
290;Estonia;Estonian Free Party;1;3;2;6;3,6;3,8;4,25;9,5;2,6;8,333333333;3,2;4,666666667;1;1,8;2015;8,7;5,51;1;9;2;31035,3936;77,7
291;Estonia;Estonian Reform Party;1;3;3;7,285714286;2,166666667;2,083333333;2,916666667;7,909090909;3,4;9,454545455;2,6;6;1,666666667;3,6;2015;27,7;5,51;1;9;2;31035,3936;77,7
